frame,monotonic_frame_gap_ms
509,16.6250
510,16.6874
511,17.3826
512,15.9538
513,16.8621
514,16.7154
515,16.4254
516,16.9152
517,16.4583
518,16.6102
519,16.7036
520,16.7910
521,16.5494
522,16.7315
523,16.5028
524,16.6877
525,18.1776
526,15.4629
527,16.4135
528,16.6397
529,16.5611
530,16.8137
531,16.6501
532,16.6812
533,16.8251
534,16.5333
535,16.6442
536,17.6253
537,16.0888
538,17.0218
539,16.3053
540,17.5484
541,15.9190
542,16.1340
543,16.7995
544,16.5343
545,16.8180
546,16.5248
547,16.8881
548,16.3968
549,16.6291
550,16.7744
551,17.4698
552,16.7458
553,15.6833
554,16.7036
555,16.7398
556,16.5822
557,17.4965
558,15.8353
559,16.8969
560,16.7105
561,17.1577
562,16.7259
563,16.2168
564,17.1963
565,15.8049
566,16.5960
567,16.6725
568,16.7294
569,16.6069
570,16.7269
571,16.8284
572,16.5171
573,16.9535
574,17.4564
575,16.9975
576,15.2297
577,17.9785
578,15.3401
579,18.3045
580,15.5914
581,16.1277
582,17.0924
583,16.1906
584,16.8174
585,16.4976
586,16.6649
587,16.7094
588,16.6637
589,31.5511
590,1.5716
591,16.8951
592,16.7617
593,16.5763
594,16.8522
595,16.5372
596,16.6614
597,17.0589
598,16.6145
599,16.6574
600,16.2247
601,16.7159
602,16.8635
603,16.5982
604,16.5336
605,18.1013
606,15.2310
607,16.6262
608,16.6539
609,16.7873
610,16.6481
611,16.6345
612,16.5852
613,16.7175
614,16.6645
615,16.7421
616,16.6220
617,16.7321
618,16.5262
619,16.8315
620,16.7796
621,16.4342
622,16.7689
623,16.5320
624,18.5461
625,14.7979
626,17.1867
627,16.1101
628,16.7904
629,16.6602
630,16.7757
631,16.4919
632,18.2850
633,17.0512
634,15.5436
635,16.6169
636,16.0689
637,17.5584
638,16.1610
639,16.0090
640,16.7547
641,16.6898
642,16.6257
643,16.6332
644,16.7473
645,16.7709
646,16.4330
647,16.6091
648,16.6773
649,16.7152
650,16.6381
651,16.7366
652,16.6734
653,16.6918
654,16.6102
655,17.4900
656,17.6424
657,15.5662
658,16.4960
659,18.1941
660,15.1018
661,17.0892
662,15.7424
663,16.7331
664,16.7937
665,17.1561
666,16.0201
667,16.8489
668,16.9330
669,17.7192
670,15.1597
671,16.6642
672,16.6814
673,16.6245
674,17.8566
675,16.0760
676,16.0507
677,16.7134
678,16.7241
679,16.6069
680,16.7671
681,17.0418
682,16.2460
683,16.6035
684,16.7671
685,16.6540
686,17.4778
687,16.7876
688,15.7364
689,16.6360
690,16.6129
691,16.6824
692,16.6217
693,16.6897
694,16.6509
695,16.6794
696,16.6746
697,16.7113
698,16.5820
699,16.9351
700,16.4146
701,16.6458
702,16.6237
703,16.7710
704,17.0076
705,16.2508
706,16.6626
707,16.7413
708,16.6023
709,30.3131
710,3.2393
711,16.5794
712,16.6490
713,16.5814
714,17.1870
715,16.1648
716,17.2548
717,16.6846
718,15.9825
719,16.6656
720,16.6258
721,16.6609
722,16.6833
723,16.7469
724,16.5925
725,16.7330
726,16.6806
727,16.6848
728,16.8577
729,17.2739
730,16.6853
731,15.7403
732,16.6909
733,16.6860
734,16.6105
735,16.8238
736,16.5160
737,16.6522
738,16.7488
739,16.6619
740,16.7398
741,16.6925
742,16.9038
743,16.2657
744,16.6641
745,16.7151
746,16.7039
747,16.5765
748,16.7265
749,16.6364
750,16.7161
751,16.6395
752,17.0389
753,16.6976
754,16.2964
755,16.7990
756,16.4695
757,16.6426
758,16.7776
759,16.6267
760,16.8640
761,16.5273
762,16.8785
763,16.5913
764,16.4855
765,16.7298
766,16.8886
767,16.3626
768,17.1965
769,16.0754
770,16.6195
771,16.8199
772,16.6303
773,16.6274
774,16.6359
775,16.7316
776,17.0246
777,16.7095
778,16.2729
779,16.7502
780,16.4220
781,17.0688
782,16.3398
783,16.7270
784,16.6154
785,16.6345
786,16.7025
787,17.1150
788,16.0952
789,16.8806
790,16.6413
791,16.7758
792,16.6869
793,16.7717
794,16.5686
795,17.3088
796,15.7773
797,16.6629
798,16.6851
799,16.9880
800,16.4512
801,16.6686
802,16.6003
803,16.8294
804,16.6693
805,16.4385
806,16.8245
807,16.7556
808,16.4635
809,16.6904
810,16.8121
811,16.6740
812,16.4949
813,16.6637
814,16.6427
815,16.6960
816,16.6487
817,16.6867
818,16.5783
819,17.1269
820,16.5666
821,16.4752
822,17.9074
823,15.2826
824,16.6142
825,16.8118
826,16.6853
827,16.6120
828,16.6656
829,29.4110
830,3.7849
831,16.8541
832,16.6479
833,16.6937
834,16.8340
835,17.3992
836,15.7536
837,16.6442
838,16.6309
839,16.6696
840,16.7370
841,16.5556
842,16.6780
843,16.7742
844,16.6674
845,16.4533
846,16.8965
847,16.7494
848,16.5752
849,17.0313
850,16.1787
851,16.7016
852,16.6322
853,16.6569
854,16.6718
855,16.6608
856,16.6488
857,16.7475
858,16.6588
859,16.7804
860,16.6372
861,17.0351
862,16.4068
863,16.3950
864,16.7574
865,16.5779
866,16.6710
867,16.6978
868,16.6557
869,16.6986
870,16.5271
871,16.6443
872,16.8025
873,16.6376
874,16.6430
875,17.2747
876,15.9523
877,16.9550
878,16.5702
879,16.6375
880,16.6875
881,16.7698
882,16.5508
883,16.6679
884,16.6111
885,16.7388
886,16.5156
887,16.6775
888,17.0194
889,17.2469
890,15.8111
891,16.6588
892,16.6929
893,16.6124
894,16.7522
895,16.4993
896,17.2470
897,16.2828
898,16.6137
899,17.3575
900,16.6964
901,18.5831
902,13.9905
903,16.8980
904,16.6163
905,16.5463
906,16.5763
907,16.7960
908,16.6027
909,16.6466
910,16.6503
911,16.5862
912,16.8722
913,16.6433
914,16.9121
915,16.8890
916,17.0597
917,16.0020
918,16.4173
919,16.6257
920,16.5908
921,16.9489
922,16.4314
923,16.6917
924,16.6922
925,16.6625
926,16.6523
927,16.8769
928,16.4720
929,16.6906
930,16.8875
931,16.3936
932,16.6879
933,16.6695
934,16.6799
935,16.7875
936,16.5774
937,16.7544
938,16.4609
939,16.7906
940,16.6336
941,16.5696
942,17.0394
943,16.7397
944,17.0562
945,15.8663
946,16.6773
947,16.7586
948,16.5180
949,27.4392
950,5.9140
951,16.7354
952,16.6996
953,16.5844
954,16.9659
955,16.4296
956,16.6912
957,16.5765
958,17.2613
959,17.5121
960,15.4248
961,16.4704
962,16.8265
963,16.5365
964,16.6448
965,16.6517
966,16.7122
967,16.7046
968,16.6010
969,16.6930
970,17.4660
971,16.3632
972,17.5880
973,15.2406
974,16.5807
975,16.8003
976,16.6818
977,16.5373
978,16.7296
979,16.6160
980,16.6738
981,16.6539
982,16.7220
983,16.6784
984,16.6744
985,16.6611
986,16.5444
987,16.9881
988,17.1362
989,15.9312
990,18.9811
991,16.6424
992,14.4137
993,16.5804
994,16.7160
995,16.5510
996,16.7209
997,16.7363
998,16.6735
999,16.6762
1000,16.7002
1001,16.5923
1002,17.6943
1003,16.2556
1004,18.6147
1005,14.1457
1006,16.6095
1007,17.5008
1008,15.8845
1009,16.6478
1010,16.6497
1011,16.6851
1012,17.5955
1013,15.7372
1014,16.7639
1015,16.6029
1016,16.6351
1017,16.7180
1018,16.6145
1019,16.5353
1020,16.7858
1021,16.7325
1022,16.6487
1023,16.7167
1024,16.5474
1025,16.6756
1026,17.1296
1027,16.1654
1028,16.6080
1029,16.7472
1030,16.7744
1031,16.6222
1032,16.8541
1033,16.4778
1034,16.6253
1035,16.7661
1036,16.6131
1037,16.7994
1038,16.4069
1039,16.7684
1040,17.2485
1041,16.3886
1042,18.2309
1043,14.9036
1044,16.5594
1045,17.4752
1046,15.7697
1047,16.7551
1048,16.6873
1049,16.6200
1050,16.6510
1051,16.7089
1052,16.6649
1053,16.7723
1054,17.0022
1055,16.2166
1056,16.7165
1057,16.6081
1058,16.7497
1059,16.6951
1060,16.5121
1061,16.6540
1062,16.6877
1063,16.7724
1064,17.1290
1065,16.4686
1066,16.5833
1067,16.6680
1068,28.4158
1069,4.4431
1070,16.7589
1071,16.8148
1072,16.5810
1073,16.6501
1074,16.8185
1075,16.5240
1076,16.6340
1077,16.7980
1078,16.8198
1079,16.5271
1080,16.6476
1081,17.9676
1082,15.8329
1083,16.0683
1084,16.7812
1085,16.5470
1086,16.7868
1087,16.6601
1088,16.5626
1089,17.2970
1090,16.9843
1091,15.7073
1092,17.6568
1093,15.7147
1094,16.5509
1095,16.7783
1096,16.7935
1097,16.5773
1098,16.7224
1099,16.5402
1100,16.7483
1101,16.6896
1102,16.6837
1103,16.4374
1104,17.0324
1105,16.3629
1106,16.8370
1107,16.5531
1108,16.7525
1109,17.0828
1110,16.8934
1111,16.0983
1112,16.5948
1113,16.7199
1114,16.8302
1115,17.2655
1116,15.7205
1117,16.6776
1118,16.6503
1119,16.6865
1120,16.7024
1121,16.6998
1122,16.7061
1123,18.8737
1124,15.6724
1125,15.4123
1126,17.3404
1127,17.4430
1128,15.2318
1129,16.6052
1130,16.7091
1131,16.6429
1132,16.6848
1133,16.7070
1134,16.6171
1135,16.6745
1136,16.6553
1137,16.7204
1138,22.0553
1139,13.5405
1140,16.8996
1141,14.1954
1142,16.5895
1143,16.7022
1144,16.4983
1145,16.9525
1146,16.4812
1147,16.5811
1148,16.7438
1149,16.8379
1150,16.9819
1151,16.9504
1152,16.7094
1153,15.8963
1154,16.8164
1155,16.4635
1156,16.7096
1157,16.6232
1158,16.6925
1159,16.5723
1160,16.8353
1161,16.4640
1162,16.7332
1163,16.7376
1164,16.7416
1165,16.5650
1166,16.9996
1167,16.7904
1168,16.2863
1169,16.5824
1170,16.6337
1171,16.6251
1172,16.7247
1173,16.7149
1174,16.5714
1175,16.7209
1176,16.6054
1177,16.8387
1178,16.5989
1179,18.4644
1180,14.8214
1181,16.6505
1182,16.7470
1183,16.5853
1184,16.8965
1185,17.0415
1186,16.1003
1187,16.5885
1188,16.7096
1189,27.7014
1190,5.5556
1191,17.1970
1192,16.2524
1193,16.5700
1194,16.7994
1195,16.6268
1196,16.5992
1197,16.6242
1198,16.9887
1199,18.4649
1200,14.5083
1201,16.7975
1202,16.5853
1203,16.7865
1204,16.5624
1205,17.9449
1206,15.4685
1207,16.7335
1208,16.5376
1209,16.7516
1210,17.0235
1211,16.8890
1212,15.9821
1213,16.7073
1214,16.6424
1215,16.6254
1216,16.8012
1217,16.5971
1218,16.6644
1219,16.7811
1220,16.5474
1221,16.8602
1222,16.4786
1223,16.6969
1224,16.6260
1225,16.6126
1226,16.6791
1227,16.7894
1228,16.6081
1229,16.7609
1230,16.5907
1231,16.7212
1232,17.6667
1233,16.5610
1234,15.9361
1235,16.7857
1236,16.2614
1237,16.7738
1238,16.5207
1239,16.7466
1240,16.7988
1241,16.3841
1242,16.8672
1243,16.6173
1244,17.6696
1245,15.5473
1246,16.7409
1247,16.6296
1248,16.7247
1249,17.2044
1250,16.0974
1251,16.7270
1252,16.6314
1253,16.7356
1254,16.6346
1255,16.6327
1256,16.6943
1257,17.8323
1258,20.9766
1259,11.7358
1260,17.1328
1261,15.6782
1262,17.1711
1263,16.1316
1264,16.6596
1265,18.1991
1266,15.2658
1267,16.5041
1268,16.7446
1269,16.7291
1270,18.9273
1271,15.8531
1272,15.6708
1273,16.5168
1274,16.5838
1275,16.3168
1276,16.6971
1277,16.5676
1278,16.7758
1279,16.6470
1280,16.6302
1281,16.6631
1282,17.1451
1283,16.4973
1284,17.6958
1285,17.5394
1286,18.2164
1287,13.4928
1288,16.1297
1289,16.6271
1290,16.6942
1291,16.6343
1292,16.5876
1293,16.9268
1294,16.8393
1295,16.7195
1296,16.5463
1297,16.3529
1298,16.8581
1299,16.5061
1300,16.6173
1301,16.6612
1302,16.6401
1303,16.7214
1304,16.6567
1305,17.3773
1306,16.5341
1307,16.0197
1308,16.9017
1309,28.8434
1310,4.2330
1311,16.7393
1312,16.9923
1313,16.3497
1314,16.5775
1315,16.6970
1316,16.8219
1317,16.6552
1318,16.9708
1319,16.7383
1320,16.7005
1321,16.5587
1322,16.2626
1323,16.8543
1324,16.4969
1325,16.7091
1326,16.6187
1327,16.7248
1328,16.5484
1329,16.7244
1330,16.7542
1331,16.5666
1332,16.6247
1333,16.8952
1334,16.4497
1335,16.7349
1336,16.7470
1337,16.7871
1338,16.4706
1339,16.7221
1340,16.5057
1341,16.7060
1342,16.7308
1343,17.4643
1344,15.9653
1345,16.5917
1346,17.1738
1347,16.1569
1348,16.5554
1349,16.6501
1350,16.8206
1351,16.7752
1352,17.0289
1353,16.6754
1354,16.1245
1355,16.6501
1356,16.7709
1357,16.5598
1358,16.6214
1359,16.7265
1360,16.5847
1361,16.7222
1362,16.6321
1363,16.7076
1364,16.8297
1365,16.5379
1366,16.8475
1367,16.9000
1368,16.2059
1369,16.6455
1370,17.7661
1371,17.3603
1372,14.9509
1373,17.0897
1374,16.2453
1375,19.0408
1376,16.0483
1377,16.3722
1378,17.2558
1379,15.6222
1380,18.1101
1381,16.4476
1382,14.4158
1383,16.6743
1384,17.7974
1385,15.5505
1386,16.7067
1387,16.6253
1388,16.5013
1389,16.7806
1390,16.6302
1391,17.1283
1392,16.3917
1393,16.6134
1394,17.1662
1395,16.5740
1396,16.1109
1397,16.6098
1398,16.7658
1399,16.4767
1400,16.8100
1401,16.6347
1402,16.7898
1403,17.0436
1404,16.2331
1405,16.6317
1406,16.6238
1407,16.7153
1408,16.5646
1409,17.2614
1410,16.1675
1411,17.1898
1412,16.1406
1413,16.6607
1414,16.6686
1415,16.7080
1416,16.6645
1417,16.5898
1418,16.7688
1419,16.6042
1420,16.7607
1421,17.2986
1422,15.8984
1423,16.8084
1424,16.6426
1425,16.5683
1426,16.7883
1427,16.7141
1428,16.5904
1429,32.3097
1430,17.7668
1431,16.5318
1432,16.6757
1433,16.6276
1434,17.2314
1435,16.6356
1436,16.2384
1437,16.5695
1438,16.6538
1439,16.8026
1440,16.9549
1441,16.2416
1442,16.8556
1443,16.4778
1444,16.6826
1445,16.8071
1446,16.5214
1447,17.6260
1448,15.9126
1449,17.1044
1450,16.0154
1451,16.7016
1452,16.6282
1453,16.7109
1454,16.5680
1455,16.7696
1456,16.6437
1457,16.7587
1458,16.5680
1459,16.7178
1460,16.6778
1461,16.4865
1462,16.8444
1463,16.5370
1464,16.7044
1465,16.7608
1466,16.5207
1467,16.6506
1468,16.6730
1469,16.8392
1470,16.5614
1471,16.7014
1472,18.1460
1473,15.7942
1474,17.0434
1475,15.6919
1476,16.5658
1477,16.7356
1478,16.5699
1479,17.0776
1480,16.4170
1481,16.5448
1482,16.7688
1483,16.5699
1484,16.8077
1485,16.6267
1486,16.8333
1487,16.5886
1488,16.6114
1489,16.5608
1490,16.6140
1491,16.7180
1492,16.6703
1493,16.9628
1494,16.4181
1495,16.6354
1496,16.7100
1497,17.0167
1498,16.1986
1499,16.6705
1500,16.7073
1501,16.8272
1502,16.3968
1503,16.8319
1504,17.2650
1505,16.0076
1506,16.6773
1507,16.6815
1508,16.6287
1509,16.6032
1510,16.7185
1511,16.7679
1512,16.5604
1513,16.6529
1514,16.7748
1515,16.6124
1516,16.6046
1517,17.2853
1518,16.0671
1519,16.6859
1520,16.7496
1521,16.5264
1522,16.7688
1523,16.6073
1524,16.6999
1525,16.7043
1526,16.5737
1527,16.7552
1528,16.6026
1529,16.7714
1530,16.5922
1531,16.5452
1532,16.6840
1533,16.7887
1534,16.5769
1535,16.6704
1536,16.7794
1537,16.6002
1538,16.6542
1539,16.7300
1540,16.6895
1541,16.6323
1542,16.7576
1543,16.4660
1544,18.1137
1545,15.8424
1546,16.0536
1547,16.9420
1548,33.8550
1549,16.0237
1550,16.6045
1551,16.6525
1552,16.8224
1553,16.6424
1554,16.5410
1555,18.4958
1556,16.2121
1557,15.2545
1558,16.7050
1559,16.6749
1560,16.6891
1561,16.6186
1562,16.6949
1563,16.6098
1564,16.7978
1565,16.6096
1566,16.6458
1567,17.5391
1568,16.9581
1569,15.9094
1570,16.8869
1571,15.9842
1572,16.6161
1573,16.6608
1574,16.6995
1575,16.5861
1576,16.7054
1577,16.7306
1578,16.7243
1579,16.5427
1580,16.7200
1581,16.5972
1582,16.8450
1583,16.5777
1584,16.6360
1585,16.6222
1586,16.6778
1587,16.6326
1588,16.6601
1589,16.6860
1590,16.6559
1591,18.0225
1592,16.0597
1593,15.8666
1594,16.7605
1595,16.6801
1596,16.6085
1597,16.7861
1598,16.5802
1599,16.6094
1600,16.6486
1601,16.8290
1602,16.6309
1603,16.6161
1604,16.8612
1605,16.5277
1606,16.8648
1607,16.4565
1608,16.6342
1609,16.6397
1610,16.6652
1611,16.6003
1612,16.7844
1613,16.7249
1614,16.6014
1615,16.6022
1616,17.6259
1617,15.6621
1618,16.6832
1619,16.7075
1620,18.2431
1621,15.7501
1622,18.6197
1623,15.3526
1624,17.4223
1625,14.6494
1626,16.7557
1627,16.5323
1628,16.7125
1629,17.4083
1630,15.9306
1631,16.6480
1632,16.5937
1633,17.1173
1634,16.3316
1635,16.6113
1636,16.7366
1637,17.2407
1638,15.9151
1639,16.8484
1640,16.5308
1641,16.7486
1642,16.7102
1643,16.5961
1644,16.7135
1645,16.6119
1646,16.6784
1647,16.6124
1648,16.7245
1649,16.6749
1650,16.6656
1651,17.4157
1652,15.8711
1653,17.1709
1654,17.4082
1655,15.3457
1656,16.7615
1657,16.6936
1658,16.6889
1659,16.5547
1660,16.7387
1661,16.7943
1662,16.5036
1663,16.6197
1664,17.6890
1665,15.6000
1666,16.7332
1667,33.3993
1668,16.5703
1669,16.7474
1670,16.7272
1671,16.6173
1672,16.5384
1673,16.7636
1674,16.6826
1675,16.7574
1676,16.7777
1677,17.2590
1678,15.8344
1679,16.6494
1680,16.6667
1681,16.7180
1682,16.6551
1683,16.6215
1684,16.7172
1685,16.7623
1686,16.5418
1687,16.8869
1688,18.8419
1689,14.5218
1690,16.4477
1691,16.6137
1692,16.7303
1693,16.5580
1694,16.7562
1695,16.5842
1696,16.7340
1697,16.7404
1698,16.5662
1699,16.7013
1700,16.7034
1701,16.7040
1702,16.5896
1703,16.6811
1704,16.7035
1705,16.5868
1706,16.7908
1707,16.5671
1708,16.7031
1709,16.7290
1710,16.6535
1711,17.1513
1712,16.6160
1713,16.2675
1714,16.6334
1715,16.6507
1716,16.6049
1717,16.7083
1718,16.6578
1719,16.5594
1720,16.7664
1721,16.7335
1722,16.6218
1723,16.8381
1724,16.5070
1725,16.7660
1726,16.8531
1727,16.5380
1728,16.4965
1729,16.8343
1730,16.4938
1731,16.6797
1732,16.7199
1733,16.6625
1734,17.2687
1735,16.1025
1736,17.1858
1737,16.1854
1738,17.4196
1739,15.7514
1740,16.8398
1741,16.4893
1742,16.6407
1743,16.6873
1744,16.6201
1745,16.8182
1746,16.4994
1747,16.9413
1748,16.3917
1749,16.7003
1750,17.8080
1751,16.0966
1752,16.1004
1753,16.6642
1754,16.6215
1755,16.8735
1756,16.5211
1757,16.6358
1758,16.8090
1759,16.4901
1760,16.7431
1761,16.5845
1762,16.6815
1763,16.7544
1764,17.0863
1765,16.1774
1766,16.6832
1767,16.6720
1768,16.6799
1769,16.6803
1770,17.1018
1771,16.2205
1772,16.7103
1773,16.6246
1774,16.6544
1775,16.8590
1776,16.4946
1777,16.7523
1778,18.1751
1779,15.4072
1780,16.2591
1781,17.6114
1782,15.7797
1783,17.1604
1784,16.2572
1785,16.9852
1786,30.0345
1787,2.6544
1788,16.9326
1789,16.5889
1790,16.7394
1791,17.5091
1792,16.8704
1793,15.6622
1794,16.6133
1795,16.5602
1796,16.6784
1797,16.6556
1798,16.7195
1799,16.6267
1800,16.8213
1801,16.7509
1802,16.6955
1803,16.4095
1804,16.8341
1805,17.2259
1806,15.9722
1807,17.0810
1808,16.3350
1809,16.6492
1810,16.6215
1811,16.7840
1812,16.5396
1813,16.6125
1814,16.7419
1815,16.6277
1816,16.7008
1817,17.5118
1818,16.7545
1819,15.7265
1820,16.7172
1821,16.5254
1822,16.7774
1823,16.5850
1824,16.6619
1825,16.7161
1826,16.6896
1827,16.7573
1828,16.7540
1829,16.5124
1830,16.6543
1831,17.7810
1832,16.1817
1833,15.9333
1834,16.7661
1835,16.5614
1836,16.7640
1837,16.6433
1838,16.6519
1839,16.7113
1840,16.6424
1841,16.6329
1842,16.6980
1843,16.6423
1844,17.3660
1845,16.0121
1846,16.5142
1847,16.9102
1848,16.4574
1849,16.8978
1850,16.5644
1851,16.6404
1852,16.9319
1853,16.7833
1854,16.3695
1855,19.8498
1856,14.6979
1857,17.0624
1858,16.9790
1859,14.6953
1860,16.5740
1861,16.7203
1862,16.5524
1863,16.7225
1864,16.8797
1865,16.4491
1866,16.7126
1867,16.8376
1868,16.6062
1869,17.9356
