frame,monotonic_frame_gap_ms
10105,16.6482
10106,16.6970
10107,16.6629
10108,16.7682
10109,16.6063
10110,16.6902
10111,16.6010
10112,16.6373
10113,16.9854
10114,16.3006
10115,16.9842
10116,16.3892
10117,16.7024
10118,16.6216
10119,16.6158
10120,16.7825
10121,16.6416
10122,16.6413
10123,17.5240
10124,15.7232
10125,16.7468
10126,16.7935
10127,16.6546
10128,16.6491
10129,16.6214
10130,16.5250
10131,16.7357
10132,16.7131
10133,16.5809
10134,17.2938
10135,16.1214
10136,17.0575
10137,16.6687
10138,17.2871
10139,15.6205
10140,16.6490
10141,16.7218
10142,16.5941
10143,16.8156
10144,16.5947
10145,16.7251
10146,16.5678
10147,16.8035
10148,16.5541
10149,17.2428
10150,16.6715
10151,16.0114
10152,16.6861
10153,16.7183
10154,16.6457
10155,16.5970
10156,16.6720
10157,16.6180
10158,16.8064
10159,16.7566
10160,17.5976
10161,15.5663
10162,18.1062
10163,15.8757
10164,16.0814
10165,16.5787
10166,16.7175
10167,16.5521
10168,16.7338
10169,16.6558
10170,16.7695
10171,16.6023
10172,16.7359
10173,16.6060
10174,16.5733
10175,16.7352
10176,16.6756
10177,16.7218
10178,16.5944
10179,16.7377
10180,16.6453
10181,16.6806
10182,16.6332
10183,16.7156
10184,16.5500
10185,16.8073
10186,17.6854
10187,16.1381
10188,16.8461
10189,16.0769
10190,16.3641
10191,16.7438
10192,16.6897
10193,16.6056
10194,16.7022
10195,16.6530
10196,16.7833
10197,16.6231
10198,16.6253
10199,16.7987
10200,16.6465
10201,17.2809
10202,15.9739
10203,16.7681
10204,16.5050
10205,16.6852
10206,16.6461
10207,16.7146
10208,16.6886
10209,16.7954
10210,17.3384
10211,15.8443
10212,16.6582
10213,17.6796
10214,16.1772
10215,16.2328
10216,16.5500
10217,16.6995
10218,16.6708
10219,16.6338
10220,16.9050
10221,16.4773
10222,16.6600
10223,16.7616
10224,16.6112
10225,16.7760
10226,16.4637
10227,17.9781
10228,15.9812
10229,16.1200
10230,16.6114
10231,16.6925
10232,16.6493
10233,16.7156
10234,16.6671
10235,16.7690
10236,16.6246
10237,16.7503
10238,16.8209
10239,16.4182
10240,16.6392
10241,16.7215
10242,16.5661
10243,16.6605
10244,16.6241
10245,16.6937
10246,16.6343
10247,16.7461
10248,16.6087
10249,16.5889
10250,16.8607
10251,16.6628
10252,16.6927
10253,17.3061
10254,16.1537
10255,16.4300
10256,16.7874
10257,16.5656
10258,16.9196
10259,16.6263
10260,16.3655
10261,16.7369
10262,16.7236
10263,16.5469
10264,16.8385
10265,16.5231
10266,16.7657
10267,16.7111
10268,17.0874
10269,16.5179
10270,16.2777
10271,16.8608
10272,16.4215
10273,16.7650
10274,16.9187
10275,16.4053
10276,16.6110
10277,16.7864
10278,16.5240
10279,16.8183
10280,16.8081
10281,16.5713
10282,17.2483
10283,15.9650
10284,16.6726
10285,17.1021
10286,16.1239
10287,16.6974
10288,16.5854
10289,16.7565
10290,16.6837
10291,16.7842
10292,16.5158
10293,16.5998
10294,16.6891
10295,16.7969
10296,16.6316
10297,16.6343
10298,16.6637
10299,16.6015
10300,16.7284
10301,16.6393
10302,16.5856
10303,16.8820
10304,16.6234
10305,16.5739
10306,17.6505
10307,17.4743
10308,14.9005
10309,17.5072
10310,15.7578
10311,16.6724
10312,16.5872
10313,17.6294
10314,15.6899
10315,16.8169
10316,16.6629
10317,16.6532
10318,16.7064
10319,16.6791
10320,16.7592
10321,16.6266
10322,16.8108
10323,16.5042
10324,16.5944
10325,16.7008
10326,16.5557
10327,16.6465
10328,16.7934
10329,16.6184
10330,16.7725
10331,17.6723
10332,16.2655
10333,15.9299
10334,16.6009
10335,16.9649
10336,16.4451
10337,16.6502
10338,16.6612
10339,16.6150
10340,16.7748
10341,16.7322
10342,16.4935
10343,16.7308
10344,16.7886
10345,16.4931
10346,16.6813
10347,16.6671
10348,16.7980
10349,17.4450
10350,16.3064
10351,16.2020
10352,16.5488
10353,16.8626
10354,16.4274
10355,16.8223
10356,16.5498
10357,16.7097
10358,16.6626
10359,16.7531
10360,16.6090
10361,16.6901
10362,16.6847
10363,16.7305
10364,16.5683
10365,16.6414
10366,16.6322
10367,16.7590
10368,16.6536
10369,16.6096
10370,16.7299
10371,16.5680
10372,16.7728
10373,16.6021
10374,16.9049
10375,16.4210
10376,16.6523
10377,16.8772
10378,17.4875
10379,15.7334
10380,16.6934
10381,16.5732
10382,16.7554
10383,16.6166
10384,16.6843
10385,16.7548
10386,16.4185
10387,16.8009
10388,16.9041
10389,16.4181
10390,16.6947
10391,17.2165
10392,16.0970
10393,16.7473
10394,16.4760
10395,16.7910
10396,16.6203
10397,16.6867
10398,16.7309
10399,16.6340
10400,16.7175
10401,16.6670
10402,16.6579
10403,17.0956
10404,16.9870
10405,16.5278
10406,16.4666
10407,16.3506
10408,16.5212
10409,16.5951
10410,16.7494
10411,16.6425
10412,16.7162
10413,16.6377
10414,16.7246
10415,16.6838
10416,16.5304
10417,16.6661
10418,17.6573
10419,16.1997
10420,16.0677
10421,16.7348
10422,16.6355
10423,16.7244
10424,16.6688
10425,16.6573
10426,16.7049
10427,16.6049
10428,16.9988
10429,17.2642
10430,15.7138
10431,16.6934
10432,17.7013
10433,16.1639
10434,16.1738
10435,16.5842
10436,16.8613
10437,16.4817
10438,16.6011
10439,16.7025
10440,16.7075
10441,16.6145
10442,16.6986
10443,16.8043
10444,16.4762
10445,16.8350
10446,16.7279
10447,16.6329
10448,17.4760
10449,16.6983
10450,15.6695
10451,16.6632
10452,16.6438
10453,16.8515
10454,17.3581
10455,15.7925
10456,16.7505
10457,16.6840
10458,16.5971
10459,16.7117
10460,16.7675
10461,16.5066
10462,16.9507
10463,16.3084
10464,16.6934
10465,16.7312
10466,16.6222
10467,16.6289
10468,16.7755
10469,16.6032
10470,16.8844
10471,16.6045
10472,16.6852
10473,16.5570
10474,17.6356
10475,15.6077
10476,17.1444
10477,16.1849
10478,16.6397
10479,16.7488
10480,16.5958
10481,16.7437
10482,16.6012
10483,16.6582
10484,16.7888
10485,16.6471
10486,16.6260
10487,16.6460
10488,16.6830
10489,16.6357
10490,16.8271
10491,16.5711
10492,18.0928
10493,16.7337
10494,15.9475
10495,15.9961
10496,16.6750
10497,16.6092
10498,16.6426
10499,16.9045
10500,16.7850
10501,16.5952
10502,16.2992
10503,16.6830
10504,16.6562
10505,16.6025
10506,16.6794
10507,16.9517
10508,16.4810
10509,16.4966
10510,16.9629
10511,16.5975
10512,16.7377
10513,16.6205
10514,16.9622
10515,16.1070
10516,16.9275
10517,16.5266
10518,16.6830
10519,16.6507
10520,16.7294
10521,16.5466
10522,16.7548
10523,18.2367
10524,15.3778
10525,16.6156
10526,16.7975
10527,16.4800
10528,16.4240
10529,16.7244
10530,16.5338
10531,16.7426
10532,16.7258
10533,16.5467
10534,16.7474
10535,16.6393
10536,16.7011
10537,16.6718
10538,16.7778
10539,16.6462
10540,16.7249
10541,16.4835
10542,17.2126
10543,17.0023
10544,15.8723
10545,16.5915
10546,16.7081
10547,16.8640
10548,16.6459
10549,16.4742
10550,16.6528
10551,16.6881
10552,16.6391
10553,16.7023
10554,16.6105
10555,16.6667
10556,17.4583
10557,15.8464
10558,16.7737
10559,16.5957
10560,16.7230
10561,16.9627
10562,16.6587
10563,16.2830
10564,16.6834
10565,16.7092
10566,16.6188
10567,16.7114
10568,16.5591
10569,17.2570
10570,16.1649
10571,16.6580
10572,16.6705
10573,17.0066
10574,16.3229
10575,16.6740
10576,16.5950
10577,16.6512
10578,16.7724
10579,16.6256
10580,16.6280
10581,16.6970
10582,16.7911
10583,16.4931
10584,17.0119
10585,17.0354
10586,15.9729
10587,16.7972
10588,16.5338
10589,17.0137
10590,16.4935
10591,16.4994
10592,22.8382
10593,10.9407
10594,16.8754
10595,16.0680
10596,17.3359
10597,16.2590
10598,16.9958
10599,16.0389
10600,16.9438
10601,18.1008
10602,15.5095
10603,16.6897
10604,16.1355
10605,16.5958
10606,16.7738
10607,16.6375
10608,16.5734
10609,17.1179
10610,16.5003
10611,16.3513
10612,17.4331
10613,16.0561
10614,17.2151
10615,16.1071
10616,16.8954
10617,16.4329
10618,16.6472
10619,17.7694
10620,16.2128
10621,16.3148
10622,17.2038
10623,16.0267
10624,16.4922
10625,18.7771
10626,14.6597
10627,16.5436
10628,16.6192
10629,16.6267
10630,16.7030
10631,16.8369
10632,16.4483
10633,16.9277
10634,16.7545
10635,16.8175
10636,16.1550
10637,16.9380
10638,16.4543
10639,18.0626
10640,15.1740
10641,16.7416
10642,17.9070
10643,15.7998
10644,16.2949
10645,17.2362
10646,16.7036
10647,16.1828
10648,16.6253
10649,16.6694
10650,16.4897
10651,16.7574
10652,17.0201
10653,16.4053
10654,18.2849
10655,14.9793
10656,16.5100
10657,19.5047
10658,13.9444
10659,16.6908
10660,16.7369
10661,16.5910
10662,16.7018
10663,16.6175
10664,16.9003
10665,16.5502
10666,16.6142
10667,16.9794
10668,16.8259
10669,16.7935
10670,15.9551
10671,16.6849
10672,16.7792
10673,16.5447
10674,16.6553
10675,16.6619
10676,16.6611
10677,16.8378
10678,16.5598
10679,16.6508
10680,17.4905
10681,15.8742
10682,16.7363
10683,16.5389
10684,16.6315
10685,16.6774
10686,16.6924
10687,16.8067
10688,16.5942
10689,16.5925
10690,16.9446
10691,17.1725
10692,16.2985
10693,17.0548
10694,15.8232
10695,16.7318
10696,16.7825
10697,16.5132
10698,16.8312
10699,16.5597
10700,16.6127
10701,16.7094
10702,16.6265
10703,16.6759
10704,16.7705
10705,16.6750
10706,16.8299
10707,16.8500
10708,16.2682
10709,16.6164
10710,16.7905
10711,17.1756
10712,15.9922
10713,16.6468
10714,16.6495
10715,16.6731
10716,16.7261
10717,16.6392
10718,16.7028
10719,16.9266
10720,16.3625
10721,16.7032
10722,16.6510
10723,16.6622
10724,16.6088
10725,16.7297
10726,16.7018
10727,16.7322
10728,16.5823
10729,17.7392
10730,18.5085
10731,14.2370
10732,16.2056
10733,16.6914
10734,16.6350
10735,16.9636
10736,16.4004
10737,16.6996
10738,16.6026
10739,16.7361
10740,16.5388
10741,17.1650
10742,16.9132
10743,15.9289
10744,16.6532
10745,16.7175
10746,16.6321
10747,16.6540
10748,16.9027
10749,16.8781
10750,16.2524
10751,16.6121
10752,16.7131
10753,16.7400
10754,17.3037
10755,16.3306
10756,16.2381
10757,16.7152
10758,16.6945
10759,16.6235
10760,16.6127
10761,16.8135
10762,16.5765
10763,16.6777
10764,16.6484
10765,16.8224
10766,17.2770
10767,15.9013
10768,16.6861
10769,16.6567
10770,16.6173
10771,16.7028
10772,16.6721
10773,16.7061
10774,16.6968
10775,16.7431
10776,16.7244
10777,16.4406
10778,16.6764
10779,16.7513
10780,16.5438
10781,16.7396
10782,16.5857
10783,16.6581
10784,16.7067
10785,16.6267
10786,16.7179
10787,16.7175
10788,17.0359
10789,16.2772
10790,16.7042
10791,16.9385
10792,16.2695
10793,16.7110
10794,16.7689
10795,16.5204
10796,16.6446
10797,16.7870
10798,16.6044
10799,16.7160
10800,16.5674
10801,17.1201
10802,16.8316
10803,16.4026
10804,16.3490
10805,16.7160
10806,16.9547
10807,16.3732
10808,16.7008
10809,16.5650
10810,16.7127
10811,17.1762
10812,16.2398
10813,16.9880
10814,16.6075
10815,16.3106
10816,16.6468
10817,16.6917
10818,17.0657
10819,16.2416
10820,16.6770
10821,16.6341
10822,16.7186
10823,16.6909
10824,16.6521
10825,17.0643
10826,16.5986
10827,17.0965
10828,15.9017
10829,16.6325
10830,16.7471
10831,16.5471
10832,16.7407
10833,16.5665
10834,16.7439
10835,16.6334
10836,16.6530
10837,17.2667
10838,17.6492
10839,15.1326
10840,16.7530
10841,16.7118
10842,16.5351
10843,16.6355
10844,16.7834
10845,16.5967
10846,16.7035
10847,16.5569
10848,16.7155
10849,16.6212
10850,16.7017
10851,16.6538
10852,16.6912
10853,16.6590
10854,16.7447
10855,16.5774
10856,16.6682
10857,16.7197
10858,16.7186
10859,16.6004
10860,16.7054
10861,16.7328
10862,16.7266
10863,16.3375
10864,16.7306
10865,16.6445
10866,16.7360
10867,16.5805
10868,16.7647
10869,16.6616
10870,16.7198
10871,16.5309
10872,16.8475
10873,16.6511
10874,17.5533
10875,16.3084
10876,15.9383
10877,16.8317
10878,16.7938
10879,16.3620
10880,16.7731
10881,16.6313
10882,16.6586
10883,16.6893
10884,17.1542
10885,16.5389
10886,16.8390
10887,17.2995
10888,16.7092
10889,15.4953
10890,16.7174
10891,16.5456
10892,16.6941
10893,16.6858
10894,16.7421
10895,16.6396
10896,16.6559
10897,17.0121
10898,17.0647
10899,16.2173
10900,16.3223
10901,17.0617
10902,16.2816
10903,16.6886
10904,16.6989
10905,16.5565
10906,16.7816
10907,16.6711
10908,16.5720
10909,17.0118
10910,16.8067
10911,16.1679
10912,16.7982
10913,16.6074
10914,17.0524
10915,16.6448
10916,16.2743
10917,16.6211
10918,16.6989
10919,16.7732
10920,16.5261
10921,16.6379
10922,16.7048
10923,16.7561
10924,16.6042
10925,16.6723
10926,16.6234
10927,16.7158
10928,16.6490
10929,16.6091
10930,17.3723
10931,20.8240
10932,12.7214
10933,19.6134
10934,13.2413
10935,17.5651
10936,15.7856
10937,17.4068
10938,15.8792
10939,17.5118
10940,16.3826
10941,16.8617
10942,16.8984
10943,15.2736
10944,16.7544
10945,17.6529
10946,15.9296
10947,16.5259
10948,16.6546
10949,16.5630
10950,16.5437
10951,16.8415
10952,16.6070
10953,16.6392
10954,16.8147
10955,16.5385
10956,16.7200
10957,17.3832
10958,15.8216
10959,16.6269
10960,16.7640
10961,17.1913
10962,16.0729
10963,16.6354
10964,16.7698
10965,16.6087
10966,16.8583
10967,16.5421
10968,16.5754
10969,17.1842
10970,16.2518
10971,16.6967
10972,16.5419
10973,16.8036
10974,16.8780
10975,16.4173
10976,16.7220
10977,16.7378
10978,16.7506
10979,16.4658
10980,17.1206
10981,17.0670
10982,15.7656
10983,16.6468
10984,17.1884
10985,16.0842
10986,16.7475
10987,16.6991
10988,16.7026
10989,16.5648
10990,16.5941
10991,16.7138
10992,16.7160
10993,16.6977
10994,17.3775
10995,16.6902
10996,16.8769
10997,15.7112
10998,16.5826
10999,16.6322
11000,16.7659
11001,16.5652
11002,16.9399
11003,16.9072
11004,16.4082
11005,16.6754
11006,16.5730
11007,16.9925
11008,16.1821
11009,16.8711
11010,16.5012
11011,16.6357
11012,16.7142
11013,16.5794
11014,16.7487
11015,16.6659
11016,16.6337
11017,17.1078
11018,16.6190
11019,16.2620
11020,16.7210
11021,16.6100
11022,16.7387
11023,16.5803
11024,16.6875
11025,16.6140
11026,16.6489
11027,17.0619
11028,16.3199
11029,16.9801
11030,16.8153
11031,16.7129
11032,16.2375
11033,16.9032
11034,16.3605
11035,16.6466
11036,16.7856
11037,16.5354
11038,16.7228
11039,16.7688
11040,16.6645
11041,17.0345
11042,16.5098
11043,16.2906
11044,16.6493
11045,16.7465
11046,16.7409
11047,16.5245
11048,16.6422
11049,17.3176
11050,15.9886
11051,16.7092
11052,17.5322
11053,17.1083
11054,15.3802
11055,17.7770
11056,15.5852
11057,16.6652
11058,16.6503
11059,17.2282
11060,16.1135
11061,17.1224
11062,16.2100
11063,16.6532
11064,16.6169
11065,17.1381
11066,16.7217
11067,16.4477
11068,16.3612
11069,16.6563
11070,16.8386
11071,16.4875
11072,16.6453
11073,16.7896
11074,16.5796
11075,16.7377
11076,17.0350
11077,16.5601
11078,16.6838
11079,16.9510
11080,16.4139
11081,16.2759
11082,17.1809
11083,16.6918
11084,16.2284
11085,16.6204
11086,16.7383
11087,17.2316
11088,16.4170
11089,16.2668
11090,18.7259
11091,14.6066
11092,16.7696
11093,16.5380
11094,16.8197
11095,16.6612
11096,16.6174
11097,17.1678
11098,16.0618
11099,16.7388
11100,16.9319
11101,16.3924
11102,17.9760
11103,15.3197
11104,16.6068
11105,16.7017
11106,17.8628
11107,15.6416
11108,16.6546
11109,17.2788
11110,18.1749
11111,14.6083
11112,16.6021
11113,17.0353
11114,17.0883
11115,16.2837
11116,16.9182
11117,16.2411
11118,16.3967
11119,17.2613
11120,15.9934
11121,16.5828
11122,16.7230
11123,16.6202
11124,17.6439
11125,15.8826
11126,17.4392
11127,15.9913
11128,16.3759
11129,16.7003
11130,16.6627
11131,16.9223
11132,16.4586
11133,16.6611
11134,16.7335
11135,16.4667
11136,16.7955
11137,16.6323
11138,16.7434
11139,16.6801
11140,16.5384
11141,16.7866
11142,16.5042
11143,17.1693
11144,16.3329
11145,16.6129
11146,16.5841
11147,16.7299
11148,16.6988
11149,16.6271
11150,16.5735
11151,16.7634
11152,16.6282
11153,16.6667
11154,16.6867
11155,16.6071
11156,17.7215
11157,16.0746
11158,16.8733
11159,16.0978
11160,16.6367
11161,16.6452
11162,16.7265
11163,16.6192
11164,16.6553
11165,16.5708
11166,16.7726
11167,16.6764
11168,16.8108
11169,17.0544
11170,16.1986
11171,16.5574
11172,17.3349
11173,16.0236
11174,16.5613
11175,16.8122
11176,16.6164
11177,16.7181
11178,16.7481
11179,16.5462
11180,16.6075
11181,16.6389
11182,18.1067
11183,15.2568
11184,16.6632
11185,16.7664
11186,16.5876
11187,17.1152
11188,17.1765
11189,15.6497
11190,16.6748
11191,16.7858
11192,16.7613
11193,16.4948
11194,16.6195
11195,16.7211
11196,16.7793
11197,16.7760
11198,17.3356
11199,16.2894
11200,16.0649
11201,16.7303
11202,16.7482
11203,17.0574
11204,16.1991
11205,16.6228
11206,16.6773
11207,16.6771
11208,16.7061
11209,16.7396
11210,17.0783
11211,16.1818
11212,16.6300
11213,16.6725
11214,16.7299
11215,16.6391
11216,17.0415
11217,16.2765
11218,16.6944
11219,16.6272
11220,16.6046
11221,17.1705
11222,16.2066
11223,16.7504
11224,16.6350
11225,16.7622
11226,16.5725
11227,16.6725
11228,16.8853
11229,16.3457
11230,16.7630
11231,16.5767
11232,16.7761
11233,16.6499
11234,17.6737
11235,16.4245
11236,16.8657
11237,15.5777
11238,16.6873
11239,16.7694
11240,16.6200
11241,16.6945
11242,16.6222
11243,16.7214
11244,16.6313
11245,17.1240
11246,16.7739
11247,16.9114
11248,15.7813
11249,16.7421
11250,17.0323
11251,16.2945
11252,16.6833
11253,16.7877
11254,16.6031
11255,16.5833
11256,16.7300
11257,16.6309
11258,17.6548
11259,16.6973
11260,16.1251
11261,16.1385
11262,16.6806
11263,16.9069
11264,16.5026
11265,16.6062
11266,16.6198
11267,16.7165
11268,16.5758
11269,16.9854
11270,17.9978
11271,15.0413
11272,16.5964
11273,16.7782
11274,16.6152
11275,16.8096
11276,16.6531
11277,17.2955
11278,15.9641
11279,16.6576
11280,16.7623
11281,17.2378
11282,16.7202
11283,16.4677
11284,16.1495
11285,16.6701
11286,16.6588
11287,16.7329
11288,16.5631
11289,16.7629
11290,17.2854
11291,16.1839
11292,16.5085
11293,16.6817
11294,16.6623
11295,16.6658
11296,16.6338
11297,16.5553
11298,16.8140
11299,16.6095
11300,16.8068
11301,16.5400
11302,16.5682
11303,16.7875
11304,16.5288
11305,16.6756
11306,17.4307
11307,15.9928
11308,16.6445
11309,16.7099
11310,16.6300
11311,16.6886
11312,16.8097
11313,16.4896
11314,16.8289
11315,16.5818
11316,16.6473
11317,16.6597
11318,17.1703
11319,16.0980
11320,16.8752
11321,16.4520
11322,16.7685
11323,16.5743
11324,16.8159
11325,16.5164
11326,16.7375
11327,16.7215
11328,16.6021
11329,16.6597
11330,16.6973
11331,16.6449
11332,17.7250
11333,15.6099
11334,16.7024
11335,17.1109
11336,16.1882
11337,16.6482
11338,16.6936
11339,16.6483
11340,17.5800
11341,15.7336
11342,16.6693
11343,16.5526
11344,18.0415
11345,15.3781
11346,17.8257
11347,15.4867
11348,16.7674
11349,17.3705
11350,15.8916
11351,16.7175
11352,16.5086
11353,16.7513
11354,16.6967
11355,16.5832
11356,16.6976
11357,16.9167
11358,16.5276
11359,16.5450
11360,16.8752
11361,16.5338
11362,17.9483
11363,15.3433
11364,16.6027
11365,17.2002
11366,16.7865
11367,17.0188
11368,16.1323
11369,16.1489
11370,16.7339
11371,16.7014
11372,16.7002
11373,17.1385
11374,16.2918
11375,16.6296
11376,16.5099
11377,16.7500
11378,17.1781
11379,16.1562
11380,16.7173
11381,16.6726
11382,16.4608
11383,16.7786
11384,16.6463
11385,16.7461
11386,16.6626
11387,16.6339
11388,16.6301
11389,16.7389
11390,17.7538
11391,15.8741
11392,16.3072
11393,16.6690
11394,16.6275
11395,16.7251
11396,16.7603
11397,16.5817
11398,16.7614
11399,17.4864
11400,16.9837
11401,18.7560
11402,13.2885
11403,16.7598
11404,16.5607
11405,16.6678
11406,17.1725
11407,16.9139
11408,16.3485
11409,16.2913
11410,17.0099
11411,16.6417
11412,16.9491
11413,16.2484
11414,20.1485
11415,13.2817
11416,16.3660
11417,16.5898
11418,16.6840
11419,16.7915
11420,16.6343
11421,16.6348
11422,16.6685
11423,16.9762
11424,16.3501
11425,16.7364
11426,17.4159
11427,16.6030
11428,15.7955
11429,16.8073
11430,16.5734
11431,16.7552
11432,16.9088
11433,16.4813
11434,16.5836
11435,16.9266
11436,17.6128
11437,15.9172
11438,16.8976
11439,16.0448
11440,16.5894
11441,16.6862
11442,16.6433
11443,16.6701
11444,16.7125
11445,16.5830
11446,16.7272
11447,16.6730
11448,16.7970
11449,16.5794
11450,16.6892
11451,16.6824
11452,17.0075
11453,16.3060
11454,16.6693
11455,16.6518
11456,16.6859
11457,16.6680
11458,16.5339
11459,16.7757
11460,16.6821
11461,16.7540
11462,16.6506
11463,16.5495
11464,16.6273
11465,16.7769
11466,16.8220
11467,16.4677
11468,16.6417
11469,16.5721
11470,16.7601
11471,16.6098
11472,16.8267
11473,16.5218
11474,16.9078
11475,16.6064
11476,16.6346
11477,16.4183
11478,17.5986
11479,16.6253
11480,15.8580
11481,16.6753
11482,16.7050
11483,16.6977
11484,17.2723
11485,15.9574
11486,17.4633
11487,16.4256
11488,16.2682
11489,16.5894
11490,16.8336
11491,16.4101
11492,17.3303
11493,16.0662
11494,16.6319
11495,16.6241
11496,16.7314
11497,16.7178
11498,16.5690
11499,17.3461
11500,16.0842
11501,16.7497
11502,16.6484
11503,17.9524
11504,15.2710
11505,17.3548
11506,16.0133
11507,16.6089
11508,16.9036
11509,16.6237
11510,16.5181
11511,16.6939
11512,16.7429
11513,16.6431
11514,16.5651
11515,16.7076
11516,16.6853
11517,17.0866
11518,17.2849
11519,15.4480
11520,16.6592
11521,16.7616
11522,16.5806
11523,16.7212
11524,16.6150
11525,16.9542
11526,16.4356
11527,16.7060
11528,16.6942
11529,17.7623
11530,15.5460
11531,16.9876
11532,16.2787
11533,16.7117
11534,16.6389
11535,16.6796
11536,16.6362
11537,16.8133
11538,16.5363
11539,16.6712
11540,16.6666
11541,16.9096
11542,16.3896
11543,16.7170
11544,16.7053
11545,16.6164
11546,16.6102
11547,16.7151
11548,16.6825
11549,16.6630
11550,16.7603
11551,16.4691
11552,16.7090
11553,16.6455
11554,16.6676
11555,16.7925
11556,17.7342
11557,15.5231
11558,16.5900
11559,16.7438
11560,16.6420
11561,16.7174
11562,16.6319
11563,16.6606
11564,16.6793
11565,16.7637
11566,16.6903
11567,16.6283
11568,16.5897
11569,16.7061
11570,16.6684
11571,16.5903
11572,16.7206
11573,16.6352
11574,16.7233
11575,16.6918
11576,16.5778
11577,16.6783
11578,16.8449
11579,16.7190
11580,16.4736
11581,17.8312
11582,15.4296
11583,17.6824
11584,15.6441
11585,16.7132
11586,16.6734
11587,16.5450
11588,16.6651
11589,16.7614
11590,16.7644
11591,16.7508
11592,16.5273
11593,16.7628
11594,16.5609
11595,16.6494
11596,17.6490
11597,16.2816
11598,16.0750
11599,16.6531
11600,16.7272
11601,16.5629
11602,16.6855
11603,16.7153
11604,17.2471
11605,16.6113
11606,17.6892
11607,15.2532
11608,16.6002
11609,16.6356
11610,16.7216
11611,16.5089
11612,16.6412
11613,16.7114
11614,16.6996
11615,16.6517
11616,16.7447
11617,17.4913
11618,15.9392
11619,16.5612
11620,16.5981
11621,17.2759
11622,16.1016
11623,16.7053
11624,17.5588
11625,16.3829
11626,15.9250
11627,16.7651
11628,16.5738
11629,17.0723
11630,16.2878
11631,16.6401
11632,16.7167
11633,16.7045
11634,16.6724
11635,16.7274
11636,16.4138
11637,17.5658
11638,15.9118
11639,16.6978
11640,16.8902
11641,16.4342
11642,16.5701
11643,16.7411
11644,16.7264
11645,16.5687
11646,16.8235
11647,16.6050
11648,16.5586
11649,17.7725
11650,15.5105
11651,16.6567
11652,16.8004
11653,16.6712
11654,16.5244
11655,16.7544
11656,16.6403
11657,16.7591
11658,16.6074
11659,16.7518
11660,16.5874
11661,16.8739
11662,16.6149
11663,17.0650
11664,16.0369
11665,16.7361
11666,16.5781
11667,16.7102
11668,16.7325
11669,16.5587
11670,16.7234
11671,16.6003
11672,16.7454
11673,16.6485
11674,16.5938
11675,16.7988
11676,16.9813
11677,16.6288
11678,17.4301
11679,15.5399
11680,16.6212
11681,16.6682
11682,16.7133
11683,16.7042
11684,16.5097
11685,16.8215
11686,16.6387
11687,16.6852
11688,16.6265
11689,16.8165
11690,16.5398
11691,16.8338
11692,16.4793
11693,16.6878
11694,17.5119
11695,15.8205
11696,16.6301
11697,16.6760
11698,16.6946
11699,16.8659
11700,17.0901
11701,16.2842
11702,16.9061
11703,17.1680
11704,15.6250
11705,17.9265
11706,15.7697
11707,17.8670
11708,19.4573
11709,12.4851
11710,16.4304
11711,16.6645
11712,16.7707
11713,16.7365
11714,16.5864
11715,16.7920
11716,16.4185
11717,16.8182
11718,16.6789
11719,16.6770
11720,16.6000
11721,17.7032
11722,15.5590
11723,16.6937
11724,16.7208
11725,17.2751
11726,17.0319
11727,15.6994
11728,16.6652
11729,16.7535
11730,16.5487
11731,16.6816
11732,16.6239
11733,17.4998
11734,15.7945
11735,16.7480
11736,16.6905
11737,16.7039
11738,17.0607
11739,17.1418
11740,16.2166
11741,16.2949
11742,16.5257
11743,16.6922
11744,16.6940
11745,16.6506
11746,16.6020
11747,16.6899
11748,16.7357
11749,16.6975
11750,17.0247
11751,16.4735
11752,16.4276
11753,16.6485
11754,16.6874
11755,16.6780
11756,16.6304
11757,16.6506
11758,16.7135
11759,17.1135
11760,16.2101
11761,16.6235
11762,17.0717
11763,16.2299
11764,16.6904
11765,16.6533
11766,16.7947
11767,16.6054
11768,16.7747
11769,16.5312
11770,16.7101
11771,16.6531
11772,17.5089
11773,16.7161
11774,15.6881
11775,16.7270
11776,16.6870
11777,16.6450
11778,16.6888
11779,16.8413
11780,16.6378
11781,16.4517
11782,16.7262
11783,16.6429
11784,16.9896
11785,16.3468
11786,17.3859
11787,16.7215
11788,16.4926
11789,16.0303
11790,16.6479
11791,16.6802
11792,16.7390
11793,16.5756
11794,16.6962
11795,16.6968
11796,16.6076
11797,16.7476
11798,16.5285
11799,16.7853
11800,17.1487
11801,17.1540
11802,15.6900
11803,16.6629
11804,16.6420
11805,16.6543
11806,16.6916
11807,16.6536
11808,17.1771
11809,16.2660
11810,16.6294
11811,16.6526
11812,16.7751
11813,16.5574
11814,16.6512
11815,16.6924
11816,16.6433
11817,16.5471
11818,16.6783
11819,16.7782
11820,16.6630
11821,16.7022
11822,17.2166
11823,16.6535
11824,15.9873
11825,16.7513
11826,16.9153
11827,16.4010
11828,16.7313
11829,16.7319
11830,16.5840
11831,16.6083
11832,16.6305
11833,16.7279
11834,16.5574
11835,16.7897
11836,16.6255
11837,16.9021
11838,16.6290
11839,17.8341
11840,15.2531
11841,16.7758
11842,16.4635
11843,16.8409
11844,16.5910
11845,18.3142
11846,15.0170
11847,17.4488
11848,15.8736
11849,16.7189
11850,16.6183
11851,16.7294
