cycle,stage,elapsed_seconds,ParamA,ParamEyeLOpen,ParamEyeROpen,ParamBreath,ParamEyeBallX,ParamEyeBallY,ParamAngleX,ParamAngleY,ParamAngleZ,changed_drawables_from_neutral,geometry_dirty,render_order_dirty,animation_playing,visible_masked_ids,visible_inverted_ids,screenshot
3,right-eye-closed,134.8061,0,1,0,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,both-eyes-closed,136.8218,0,0,0,0,0,0,0,0,0,26,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,eyes-open,138.8220,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,breath-low,140.8219,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,breath-high,142.8216,0,1,1,1,0,0,0,0,0,156,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,breath-wave,144.8056,0,1,1,0.807952762,0,0,0,0,0,156,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,look-left,146.8057,0,1,1,0,-0.8,0,-15,0,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,look-right,148.8217,0,1,1,0,0.8,0,15,0,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,look-up,150.8214,0,1,1,0,0,0.8,0,15,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,look-down,152.8210,0,1,1,0,0,-0.8,0,-15,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,look-center,154.8212,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,greeting-tapbody-0,157.5045,0,0,0,0,0,0,0,-18.38026,0,163,262,0,True,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,mask-stress-special-01,165.5207,0,1,1,0,-0.2,0.2,-24.2624168,15.6152287,-8.479224,190,262,0,True,ArtMesh160;ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh190;ArtMesh189;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh160;ArtMesh275;ArtMesh190;ArtMesh189;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
3,return-idle,172.8036,0,1,1,0,0,0,-0.68405503,-0.769814432,1.77436244,163,262,0,True,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,idle,180.8200,0,1,1,0,0,0,-0.7167776,-0.808936059,1.84574807,163,262,0,True,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,neutral,186.8035,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,mouth-open,188.8196,1,1,1,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,mouth-closed,190.8036,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,left-eye-closed,192.8035,0,0,1,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,right-eye-closed,194.8198,0,1,0,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,both-eyes-closed,196.8026,0,0,0,0,0,0,0,0,0,26,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,eyes-open,198.8031,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,breath-low,200.8027,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,breath-high,202.8028,0,1,1,1,0,0,0,0,0,156,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,breath-wave,204.8196,0,1,1,0.790614545,0,0,0,0,0,156,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,look-left,206.8191,0,1,1,0,-0.8,0,-15,0,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,look-right,208.8026,0,1,1,0,0.8,0,15,0,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,look-up,210.8184,0,1,1,0,0,0.8,0,15,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,look-down,212.8188,0,1,1,0,0,-0.8,0,-15,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,look-center,214.8019,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,greeting-tapbody-0,217.5182,0,0,0,0,0,0,0,-18.7080784,0,163,262,0,True,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,mask-stress-special-01,225.5176,0,1,1,0,-0.2,0.2,-24.2625084,15.614933,-8.479492,190,262,0,True,ArtMesh160;ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh190;ArtMesh189;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh160;ArtMesh275;ArtMesh190;ArtMesh189;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
4,return-idle,232.8171,0,1,1,0,0,0,-0.718347669,-0.81081903,1.84916162,163,262,0,True,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,idle,240.8170,0,1,1,0,0,0,-0.7183423,-0.810812533,1.84914982,163,262,0,True,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,neutral,246.8353,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,mouth-open,248.8165,1,1,1,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,mouth-closed,250.8331,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,left-eye-closed,252.8167,0,0,1,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,right-eye-closed,254.8329,0,1,0,0,0,0,0,0,0,13,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,both-eyes-closed,256.8333,0,0,0,0,0,0,0,0,0,26,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,eyes-open,258.8169,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,breath-low,260.8160,0,1,1,0,0,0,0,0,0,0,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,breath-high,262.8322,0,1,1,1,0,0,0,0,0,156,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,breath-wave,264.8324,0,1,1,0.772837937,0,0,0,0,0,156,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
5,look-left,266.8326,0,1,1,0,-0.8,0,-15,0,0,93,262,0,False,ArtMesh123;ArtMesh202;ArtMesh276;ArtMesh275;ArtMesh272;ArtMesh270;ArtMesh269;ArtMesh268;ArtMesh260;ArtMesh259;ArtMesh258;ArtMesh257;ArtMesh255;ArtMesh254;ArtMesh253;ArtMesh252;ArtMesh250;ArtMesh249;ArtMesh248;ArtMesh247;ArtMesh218;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293;ArtMesh14;ArtMesh20,ArtMesh275;ArtMesh287;ArtMesh288;ArtMesh292;ArtMesh293,
